soil_moisture,current_temperature,current_humidity,minutes_since_last_watering,water_requirement_level,root_depth_cm,drought_tolerance,soil_type_encoded,soil_compaction,slope_degrees,hour_of_day,day_of_year,season,should_water,duration_minutes,intensity_percent,crop_name,soil_type
32.5,28.8,59.7,878,4,150,2,3,62.6,1.8,7,181,2,1,75,37,melon,clay
0.0,23.0,61.6,2668,3,50,3,3,27.6,1.0,19,274,3,1,90,27,pepper_hot,clay
43.9,24.4,56.8,356,3,50,3,2,84.0,3.2,19,185,2,1,7,49,pepper_hot,loam
32.2,37.9,40.7,441,4,60,2,1,80.6,0.2,10,195,2,1,21,44,zucchini,sandy
0.0,23.9,58.9,1291,3,30,3,2,66.9,1.0,13,358,4,1,58,34,onion,loam
80.6,13.0,73.2,1398,2,120,4,1,74.8,1.9,6,362,4,0,0,0,barley,sandy
37.0,12.5,64.8,2092,4,60,2,3,53.9,8.0,5,90,1,1,39,40,potato,clay
36.9,27.1,53.1,505,3,80,3,2,84.9,1.6,18,201,2,1,16,49,fava_bean,loam
42.3,5.0,83.6,2409,2,250,5,1,27.0,1.8,3,41,4,1,5,85,olive,sandy
55.2,5.0,76.3,818,3,50,3,2,64.5,10.0,23,52,4,0,0,0,pepper_hot,loam
0.0,20.8,55.9,836,3,80,3,3,36.5,1.0,14,6,4,1,84,27,fava_bean,clay
0.0,16.3,77.0,1180,4,60,2,3,70.7,19.6,17,42,4,1,90,20,zucchini,clay
0.0,27.4,57.6,1186,3,30,3,3,59.9,1.3,19,246,2,1,90,27,onion,clay
68.4,22.4,53.9,187,4,60,2,1,41.9,6.5,15,68,4,0,0,0,tomato,sandy
0.0,21.3,57.9,2290,3,80,3,2,64.9,1.6,15,364,4,1,56,38,fava_bean,loam
0.0,24.6,59.0,1376,4,150,2,1,74.2,0.4,16,327,3,1,44,32,orange,sandy
26.4,24.7,60.3,483,2,100,4,2,35.2,0.7,0,195,2,1,7,52,chickpea,loam
0.0,24.1,59.9,2192,4,60,2,3,60.8,1.1,5,286,3,1,90,27,potato,clay
37.9,21.9,52.0,609,3,30,3,1,21.2,1.3,12,348,3,1,5,85,onion,sandy
22.8,26.9,62.7,695,3,150,3,2,72.0,0.2,17,297,3,1,28,36,wheat_durum,loam
27.9,38.7,37.4,619,3,150,3,1,48.5,1.6,12,250,2,1,6,54,wheat_durum,sandy
0.0,22.5,60.4,1084,4,60,2,2,34.4,1.1,8,347,3,1,90,38,zucchini,loam
57.0,10.9,71.0,586,2,250,5,2,26.0,2.6,7,18,4,0,0,0,olive,loam
62.9,27.5,59.5,269,4,150,2,2,61.3,5.6,6,256,2,0,0,0,orange,loam
11.1,21.8,55.4,1202,4,150,2,1,69.9,0.5,14,8,4,1,36,46,orange,sandy
59.5,28.6,60.0,255,2,120,4,1,31.0,1.5,6,222,2,0,0,0,barley,sandy
53.4,34.0,44.4,210,2,250,5,2,47.6,13.6,11,243,2,0,0,0,olive,loam
0.0,38.8,38.0,790,4,60,2,2,62.8,3.2,10,205,2,1,85,32,potato,loam
0.0,37.0,46.7,519,3,80,3,3,82.1,12.6,13,248,2,1,84,20,fava_bean,clay
0.0,26.6,63.0,2641,4,60,2,1,35.3,4.1,17,297,3,1,50,46,tomato,sandy
19.4,17.4,64.7,278,3,30,3,2,24.9,0.8,8,31,4,1,35,38,onion,loam
0.0,38.5,33.2,1287,2,120,4,1,23.1,6.2,14,259,2,1,14,31,barley,sandy
0.0,34.4,46.9,632,3,140,3,2,69.8,2.8,10,166,1,1,51,38,wheat_soft,loam
0.0,33.0,44.2,1309,2,250,5,1,78.2,1.1,8,186,2,1,12,32,olive,sandy
0.0,25.1,56.2,2761,3,150,3,2,70.3,1.6,12,26,4,1,50,26,wheat_durum,loam
100.0,6.1,77.3,764,2,250,5,2,67.0,1.4,0,334,3,0,0,0,olive,loam
0.0,40.1,36.9,1052,4,60,2,1,23.3,7.5,13,182,2,1,44,31,tomato,sandy
0.0,23.9,55.2,2203,3,40,3,1,28.6,0.3,13,342,3,1,28,46,carrot,sandy
18.1,43.3,29.4,1186,2,120,4,1,59.8,5.7,9,215,2,1,8,31,barley,sandy
100.0,14.8,68.3,2061,4,60,2,1,57.3,0.8,7,359,4,0,0,0,tomato,sandy
0.0,32.7,43.2,2646,5,90,1,1,38.8,18.7,17,165,1,1,74,30,cucumber,sandy
9.8,37.2,47.5,237,2,120,4,2,74.5,1.5,14,241,2,1,22,26,barley,loam
0.0,22.5,56.4,962,3,80,3,3,24.7,1.0,12,51,4,1,84,27,fava_bean,clay
0.0,23.9,61.1,1588,3,30,3,3,48.3,0.2,8,130,1,1,88,27,onion,clay
48.3,18.8,59.4,931,2,250,5,2,77.5,1.3,19,92,1,0,0,0,olive,loam
0.0,19.0,70.6,2430,4,300,3,2,23.9,0.9,16,103,1,1,74,38,date_palm,loam
75.9,12.5,76.8,1326,2,120,4,1,81.7,0.8,3,298,3,0,0,0,barley,sandy
55.2,21.4,63.1,522,3,150,3,1,59.0,0.7,19,255,2,0,0,0,wheat_durum,sandy
26.9,5.0,78.4,1538,2,250,5,3,81.8,1.6,23,331,3,1,8,26,olive,clay
40.0,12.9,74.8,720,3,150,3,2,75.4,0.8,7,17,4,1,7,49,wheat_durum,loam
0.0,27.9,48.3,803,4,50,2,2,78.0,11.2,9,310,3,1,90,20,cauliflower,loam
56.8,10.2,66.6,529,5,90,1,2,43.0,12.7,19,45,4,1,28,45,cucumber,loam
0.0,23.3,60.6,2828,4,50,2,1,24.0,8.2,9,118,1,1,42,37,pepper_sweet,sandy
44.1,6.0,91.1,303,4,150,2,2,78.3,15.2,19,353,3,1,26,31,orange,loam
17.7,5.6,77.1,2826,4,300,3,2,33.5,3.5,23,77,4,1,47,38,date_palm,loam
47.9,13.3,65.9,1027,2,250,5,2,74.2,7.4,1,273,3,0,0,0,olive,loam
0.0,28.1,37.3,2607,4,60,2,2,55.2,3.3,14,113,1,1,89,38,zucchini,loam
32.7,8.4,66.5,934,4,150,2,2,48.1,1.8,19,43,4,1,39,52,melon,loam
17.1,33.3,53.5,174,3,80,3,1,83.7,0.6,10,244,2,1,18,32,fava_bean,sandy
37.3,21.4,60.4,1005,2,120,4,2,73.5,1.4,20,161,1,1,7,49,barley,loam
34.2,12.1,67.2,598,3,50,3,2,50.6,1.2,6,22,4,1,13,52,pepper_hot,loam
47.5,14.3,59.1,1315,2,120,4,1,28.4,13.5,18,145,1,1,5,55,barley,sandy
0.0,39.1,40.6,1185,4,150,2,3,83.6,1.9,13,182,2,1,90,20,lemon,clay
42.1,30.8,52.7,610,5,90,1,1,31.3,10.8,6,201,2,1,19,55,cucumber,sandy
0.0,31.3,37.5,1344,4,75,2,1,37.5,0.6,12,128,1,1,44,46,eggplant,sandy
0.0,25.1,61.2,803,4,30,2,2,45.7,11.1,8,101,1,1,90,25,parsley,loam
11.9,22.6,57.7,2537,3,140,3,2,49.6,3.4,5,159,1,1,36,38,wheat_soft,loam
0.0,15.9,72.6,1644,4,50,2,3,84.0,0.1,14,3,4,1,90,20,cauliflower,clay
39.8,6.4,87.1,2561,2,250,5,1,57.1,0.6,3,59,4,1,5,85,olive,sandy
6.3,35.3,56.5,887,4,60,2,1,36.2,8.0,14,266,3,1,35,37,potato,sandy
0.0,20.8,57.0,1830,4,25,1,2,68.3,1.1,16,341,3,1,89,38,lettuce,loam
57.8,16.5,59.5,1173,4,60,2,2,30.4,0.6,7,91,1,1,5,70,zucchini,loam
17.7,37.8,40.4,131,2,250,5,2,43.4,5.0,14,199,2,1,12,38,olive,loam
0.0,31.1,48.4,1607,4,300,3,2,22.3,7.9,13,170,1,1,74,30,date_palm,loam
0.0,32.4,48.9,2157,3,40,3,2,30.1,1.7,7,155,1,1,58,38,turnip,loam
0.0,16.6,80.1,1403,5,90,1,3,49.9,19.3,17,290,3,1,90,20,cucumber,clay
34.0,21.9,59.8,556,4,25,1,1,65.8,0.6,7,84,1,1,13,56,lettuce,sandy
0.0,30.6,46.7,1009,4,75,2,2,63.0,15.9,14,141,1,1,89,25,eggplant,loam
4.3,34.8,47.9,365,2,250,5,3,84.5,18.8,16,187,2,1,33,20,olive,clay
0.0,34.1,38.1,326,3,140,3,2,76.9,3.4,17,217,2,1,57,26,wheat_soft,loam
19.5,23.4,51.7,1543,3,150,3,1,50.6,1.4,8,81,1,1,14,46,wheat_durum,sandy
37.0,21.1,63.0,206,4,75,2,2,24.5,2.2,4,251,2,1,24,70,eggplant,loam
41.1,28.1,57.8,336,3,30,2,2,58.6,1.9,13,301,3,1,11,70,coriander,loam
40.5,5.6,74.9,2058,4,300,3,2,43.3,1.9,20,344,3,1,11,70,date_palm,loam
36.8,14.0,74.3,1412,4,75,2,2,42.7,4.9,20,294,3,1,28,70,eggplant,loam
40.4,37.9,35.6,241,3,150,3,2,27.4,1.6,12,237,2,0,0,0,wheat_durum,loam
33.4,11.8,73.1,2216,3,80,3,2,28.6,0.6,4,38,4,1,13,52,fava_bean,loam
0.0,27.5,54.5,1178,3,50,3,3,32.4,0.4,5,200,2,1,84,27,pepper_hot,clay
9.6,33.2,50.9,1350,3,40,3,2,67.1,1.0,7,174,2,1,46,38,carrot,loam
52.8,31.8,45.3,262,2,250,5,2,39.5,1.4,6,199,2,0,0,0,olive,loam
10.7,26.1,46.4,1613,4,60,2,1,28.6,1.2,14,62,4,1,36,46,tomato,sandy
0.0,23.0,63.7,450,4,25,1,2,29.9,0.1,17,273,3,1,90,38,lettuce,loam
0.0,28.3,47.9,1870,4,180,2,2,48.2,0.6,13,58,4,1,90,38,watermelon,loam
12.8,32.0,45.9,824,3,140,3,1,64.5,3.5,9,125,1,1,18,46,wheat_soft,sandy
0.0,33.5,43.2,1169,3,140,3,3,54.1,4.6,13,149,1,1,75,27,wheat_soft,clay
25.2,28.6,56.9,302,3,80,3,2,39.1,1.6,14,278,3,1,19,52,fava_bean,loam
100.0,6.8,80.9,988,4,300,3,2,29.7,1.7,3,354,3,0,0,0,date_palm,loam
0.0,34.7,51.7,1112,5,90,1,2,45.2,0.1,11,193,2,1,90,38,cucumber,loam
68.1,13.5,68.4,1264,3,150,3,2,72.6,0.5,19,305,3,0,0,0,wheat_durum,loam
0.0,30.9,54.8,1308,3,140,3,2,81.4,1.2,13,145,1,1,50,26,wheat_soft,loam
0.0,28.5,59.9,1904,3,40,3,1,71.2,0.6,17,269,3,1,32,32,carrot,sandy
0.0,31.4,46.0,1480,4,300,3,2,29.8,7.6,8,157,1,1,78,30,date_palm,loam
7.6,24.4,62.6,440,4,75,2,3,23.9,13.2,20,267,3,1,90,20,eggplant,clay
28.6,17.8,62.2,320,4,60,2,2,35.8,0.5,19,79,4,1,38,52,zucchini,loam
0.0,21.4,58.9,2175,4,60,2,2,72.6,1.1,8,349,3,1,90,26,zucchini,loam
23.5,21.0,58.1,486,4,300,3,2,57.7,6.9,11,10,4,1,39,42,date_palm,loam
0.0,22.9,59.7,991,4,75,2,2,56.7,0.3,18,167,1,1,90,38,eggplant,loam
31.6,6.0,73.8,777,2,100,4,3,83.4,4.0,19,49,4,1,6,22,chickpea,clay
18.5,25.6,54.0,300,3,30,2,3,25.9,0.9,20,207,2,1,70,27,coriander,clay
6.8,19.4,73.8,2728,4,75,2,1,69.8,1.7,19,286,3,1,44,46,eggplant,sandy
30.4,21.7,58.1,590,3,140,3,2,69.1,1.6,0,224,2,1,11,52,wheat_soft,loam
62.8,5.0,84.2,2725,4,60,2,1,67.5,1.6,19,362,4,1,5,85,zucchini,sandy
60.0,16.3,71.7,1057,3,150,3,2,79.8,3.3,19,118,1,0,0,0,wheat_durum,loam
0.0,25.9,60.2,842,3,30,3,3,74.5,1.7,18,230,2,1,90,20,onion,clay
17.6,38.1,40.0,1394,2,250,5,1,56.2,2.7,9,158,1,1,7,39,olive,sandy
42.1,12.4,74.1,458,4,300,3,2,45.0,12.3,21,128,1,1,12,45,date_palm,loam
80.8,24.4,64.2,202,3,140,3,1,34.1,0.0,6,265,2,0,0,0,wheat_soft,sandy
30.5,35.4,43.3,200,4,60,2,1,50.2,8.0,10,265,2,1,16,51,zucchini,sandy
0.0,23.4,57.6,312,4,50,2,3,77.2,7.0,11,28,4,1,90,20,pepper_sweet,clay
0.0,29.7,47.1,1436,4,60,2,1,51.0,6.1,9,298,3,1,42,37,potato,sandy
67.0,18.7,60.8,196,4,60,2,2,33.5,5.1,3,189,2,0,0,0,potato,loam
64.9,13.6,73.2,333,4,60,2,2,77.9,1.4,19,80,1,0,0,0,potato,loam
100.0,5.0,79.5,474,4,50,2,2,32.1,6.2,0,53,4,0,0,0,cauliflower,loam
0.0,26.3,44.0,844,4,60,2,2,68.1,0.1,16,104,1,1,81,38,potato,loam
0.0,31.3,41.6,2019,3,40,3,2,61.6,2.8,9,110,1,1,58,38,carrot,loam
89.2,20.7,57.3,1309,2,250,5,1,23.0,1.1,10,25,4,0,0,0,olive,sandy
8.4,19.0,65.1,1096,3,150,3,2,68.0,0.8,10,343,3,1,42,38,wheat_durum,loam
55.3,21.5,66.6,480,4,50,2,2,28.4,0.4,19,253,2,0,0,0,pepper_sweet,loam
0.0,36.3,43.0,470,3,30,2,2,51.0,0.6,12,255,2,1,61,38,coriander,loam
19.6,32.7,52.1,521,3,60,2,2,54.5,0.7,16,220,2,1,39,38,peas,loam
0.0,37.1,40.0,295,5,90,1,1,55.2,0.3,10,175,2,1,68,46,cucumber,sandy
67.9,31.4,52.8,148,3,50,3,3,53.7,0.3,7,201,2,0,0,0,pepper_hot,clay
68.9,20.1,69.2,593,4,25,1,2,81.2,4.8,1,210,2,0,0,0,lettuce,loam
39.0,5.4,74.4,1234,4,60,2,1,69.5,0.7,3,32,4,1,8,85,potato,sandy
0.0,28.0,47.6,2458,3,150,3,3,73.8,0.3,17,123,1,1,86,20,wheat_durum,clay
32.1,31.5,36.4,588,2,100,4,2,78.1,1.0,8,194,2,1,7,36,chickpea,loam
0.0,28.4,57.0,1693,4,75,2,2,49.3,5.7,11,348,3,1,87,35,eggplant,loam
33.1,18.9,63.3,439,4,50,2,2,53.7,5.3,8,332,3,1,42,42,cauliflower,loam
89.8,12.6,74.9,1410,3,150,3,1,26.6,13.2,6,341,3,0,0,0,wheat_durum,sandy
30.3,38.5,41.0,146,3,140,3,2,81.8,0.9,12,222,2,1,15,31,wheat_soft,loam
46.8,25.2,45.4,236,2,250,5,2,55.7,1.0,6,104,1,0,0,0,olive,loam
41.7,30.0,44.4,342,3,60,2,2,68.7,1.2,12,315,3,1,10,70,peas,loam
11.9,33.3,48.7,272,2,250,5,3,32.4,1.2,11,161,1,1,25,27,olive,clay
41.1,14.2,67.9,1160,4,30,2,2,68.6,3.9,1,164,1,1,20,70,parsley,loam
0.0,23.1,50.1,768,3,150,3,2,65.1,2.7,8,50,4,1,51,38,wheat_durum,loam
0.0,44.5,27.2,351,4,60,2,1,23.5,1.6,12,238,2,1,44,39,zucchini,sandy
53.9,22.6,56.4,835,4,60,2,1,34.6,5.6,12,19,4,0,0,0,potato,sandy
45.4,22.2,62.2,564,3,80,3,2,32.0,1.0,16,342,3,1,5,70,fava_bean,loam
50.0,19.0,62.0,415,4,25,2,3,77.6,0.6,17,323,3,1,25,35,strawberry,clay
16.7,36.3,55.5,290,4,150,2,2,73.3,7.2,15,153,1,1,64,21,orange,loam
48.0,10.5,74.9,2056,2,100,4,2,64.8,1.1,7,10,4,1,5,70,chickpea,loam
39.1,38.4,38.9,312,3,150,3,2,56.2,6.9,11,204,2,0,0,0,wheat_durum,loam
14.9,19.5,63.4,2195,2,120,4,1,62.9,6.1,7,355,3,1,9,37,barley,sandy
20.0,19.8,65.6,396,3,150,3,3,33.4,1.6,17,72,4,1,47,27,wheat_durum,clay
0.0,12.2,77.3,1358,4,300,3,2,26.2,12.2,17,3,4,1,85,25,date_palm,loam
16.8,32.0,59.8,453,4,180,2,2,69.8,7.7,11,259,2,1,72,28,watermelon,loam
27.1,33.9,44.6,218,3,30,3,3,29.1,0.2,7,206,2,1,39,37,onion,clay
73.2,24.4,58.0,837,3,50,2,2,40.0,4.0,23,270,3,0,0,0,cabbage,loam
0.0,26.5,52.7,2382,4,150,2,2,38.1,2.0,18,158,1,1,90,38,melon,loam
0.0,28.7,49.5,2455,3,140,3,3,21.3,3.2,17,149,1,1,86,27,wheat_soft,clay
0.0,24.3,51.9,1814,2,120,4,3,42.3,0.9,14,33,4,1,44,27,barley,clay
38.2,13.0,63.4,2792,3,50,3,1,66.7,1.1,22,127,1,1,5,85,pepper_hot,sandy
40.5,12.2,69.0,1374,3,50,2,1,82.2,2.0,19,29,4,1,6,59,cabbage,sandy
0.0,28.4,45.0,2524,3,50,2,1,62.3,0.2,11,324,3,1,30,46,cabbage,sandy
38.4,5.0,75.6,729,5,90,1,2,26.4,1.9,2,36,4,1,42,70,cucumber,loam
0.0,20.9,53.5,1961,4,180,2,2,60.0,0.9,18,93,1,1,90,38,watermelon,loam
0.0,38.3,38.9,1336,2,250,5,2,75.2,1.5,9,161,1,1,26,22,olive,loam
6.6,9.4,71.0,901,3,140,3,3,66.2,1.5,17,355,3,1,74,27,wheat_soft,clay
84.1,20.9,65.9,216,4,150,2,2,73.2,0.5,9,350,3,0,0,0,melon,loam
24.0,8.1,80.3,1001,2,100,4,1,28.4,0.2,1,71,4,1,5,63,chickpea,sandy
0.0,22.0,51.4,2615,3,60,2,2,64.7,1.7,8,114,1,1,60,34,peas,loam
100.0,12.3,70.9,938,3,30,3,1,62.0,13.0,17,1,4,0,0,0,onion,sandy
0.0,23.8,57.1,437,4,300,3,2,23.8,7.8,9,337,3,1,78,30,date_palm,loam
0.0,25.0,56.1,1970,2,120,4,3,57.7,0.7,9,93,1,1,46,27,barley,clay
75.4,36.8,51.0,154,3,30,3,1,26.2,1.4,9,224,2,0,0,0,onion,sandy
10.4,20.8,54.7,1230,4,150,2,2,50.3,0.6,6,302,3,1,85,38,melon,loam
48.1,36.9,50.3,73,3,80,3,2,47.4,0.5,16,265,2,0,0,0,fava_bean,loam
0.0,42.4,36.8,278,4,75,2,2,61.3,0.4,11,192,2,1,89,32,eggplant,loam
56.7,37.3,38.4,64,4,150,2,1,45.1,2.5,10,203,2,0,0,0,lemon,sandy
0.0,25.7,52.9,2420,3,150,3,1,84.6,0.7,13,79,4,1,25,32,wheat_durum,sandy
0.0,35.2,57.2,1025,2,100,4,1,20.7,9.8,13,187,2,1,14,37,chickpea,sandy
0.0,24.4,45.1,452,3,50,3,3,35.6,15.1,13,49,4,1,84,20,pepper_hot,clay
0.0,39.7,45.0,534,3,40,3,3,48.4,0.8,12,193,2,1,84,23,carrot,clay
15.5,24.3,61.1,610,4,25,2,1,72.2,0.1,19,184,2,1,37,32,strawberry,sandy
0.0,15.6,68.2,2818,4,180,2,2,54.3,7.7,19,106,1,1,90,30,watermelon,loam
49.1,20.6,59.6,702,4,30,2,3,46.3,0.3,19,95,1,1,20,50,parsley,clay
23.8,26.0,47.0,695,4,60,2,3,37.7,6.3,19,176,2,1,79,30,potato,clay
0.0,27.9,49.0,576,3,50,3,2,21.0,8.5,13,122,1,1,56,30,pepper_hot,loam
0.0,33.2,43.8,1332,2,100,4,1,74.6,4.0,16,226,2,1,14,32,chickpea,sandy
0.0,33.1,46.7,1400,2,250,5,1,58.9,0.7,15,172,1,1,14,50,olive,sandy
0.0,39.8,41.8,533,3,150,3,2,67.4,0.1,10,214,2,1,51,32,wheat_durum,loam
47.8,21.2,60.6,672,5,40,1,1,34.1,3.7,12,75,4,1,11,85,mint,sandy
63.2,6.6,72.4,182,4,300,3,1,63.0,1.6,23,11,4,0,0,0,date_palm,sandy
0.0,20.5,67.0,2493,2,250,5,2,55.0,0.9,16,360,4,1,25,38,olive,loam
14.1,34.8,52.7,1161,2,120,4,1,64.5,3.7,14,265,2,1,8,46,barley,sandy
0.0,36.1,47.5,286,4,60,2,3,60.9,0.5,13,223,2,1,90,27,tomato,clay
0.0,22.5,58.9,2253,2,250,5,2,30.2,3.6,13,43,4,1,25,38,olive,loam
48.6,30.0,47.9,323,2,120,4,2,22.4,0.6,9,81,1,0,0,0,barley,loam
0.0,30.6,52.6,2590,4,150,2,1,79.4,1.4,12,320,3,1,47,32,melon,sandy
0.0,23.4,43.1,887,4,30,2,2,41.1,6.3,12,60,4,1,89,30,parsley,loam
85.4,9.5,76.0,377,4,75,2,1,29.0,1.8,6,351,3,0,0,0,eggplant,sandy
12.9,14.3,67.3,642,4,150,2,3,40.0,17.8,19,28,4,1,90,20,orange,clay
11.4,19.7,65.4,1312,3,150,3,2,55.9,1.4,6,36,4,1,39,38,wheat_durum,loam
41.4,15.1,65.0,313,4,50,2,2,39.4,1.9,6,64,4,1,15,70,pepper_sweet,loam
65.1,34.9,47.4,232,3,80,3,1,57.3,1.9,12,287,3,0,0,0,fava_bean,sandy
66.3,18.7,56.8,531,4,150,2,2,83.9,0.4,7,9,4,0,0,0,lemon,loam
22.1,19.6,69.6,828,4,60,2,1,67.1,6.7,15,342,3,1,17,51,potato,sandy
40.3,12.2,73.7,1144,2,100,4,1,34.9,7.2,7,8,4,1,5,68,chickpea,sandy
68.0,10.3,76.4,674,4,75,2,2,83.6,0.3,3,86,1,0,0,0,eggplant,loam
47.5,25.4,59.4,760,2,100,4,3,40.8,1.5,19,208,2,0,0,0,chickpea,clay
20.5,20.8,63.5,786,4,150,2,1,33.7,1.4,14,51,4,1,21,63,orange,sandy
0.0,17.9,64.7,2612,3,30,3,2,60.0,1.5,18,111,1,1,64,38,onion,loam
6.7,20.3,56.2,861,3,30,2,3,81.4,1.9,10,340,3,1,84,20,coriander,clay
0.0,22.5,60.6,1188,4,25,1,3,73.1,1.7,12,359,4,1,90,20,lettuce,clay
28.7,15.7,70.9,1203,2,120,4,2,54.1,1.0,0,271,3,1,6,52,barley,loam
64.4,23.7,55.2,187,2,250,5,2,25.0,2.6,21,240,2,0,0,0,olive,loam
24.7,8.1,69.5,1000,2,250,5,2,28.5,1.6,20,84,1,1,6,52,olive,loam
27.2,31.4,56.8,1710,3,150,3,2,72.0,0.1,7,163,1,1,19,36,wheat_durum,loam
0.0,38.3,52.7,385,3,60,2,3,46.6,0.1,14,221,2,1,90,23,peas,clay
18.1,30.2,46.5,591,3,150,3,2,23.2,1.2,9,202,2,1,30,38,wheat_durum,loam
0.0,35.3,41.1,1423,2,120,4,2,22.5,1.0,13,144,1,1,29,38,barley,loam
0.0,42.7,28.2,477,4,180,2,2,24.5,0.6,9,239,2,1,90,32,watermelon,loam
40.6,37.0,49.6,199,4,300,3,1,26.4,6.9,9,222,2,1,5,68,date_palm,sandy
62.7,24.8,56.8,444,3,140,3,1,65.3,1.4,15,114,1,0,0,0,wheat_soft,sandy
0.0,36.7,40.1,1386,4,50,2,1,70.6,0.4,15,231,2,1,40,32,pepper_sweet,sandy
0.0,13.3,74.5,2723,2,250,5,3,80.0,0.3,17,24,4,1,40,20,olive,clay
20.9,12.7,68.0,370,3,50,3,2,63.2,1.7,17,50,4,1,26,52,pepper_hot,loam
0.0,15.9,63.8,2781,3,80,3,2,53.0,2.0,18,88,1,1,64,38,fava_bean,loam
0.0,40.7,41.0,1263,4,180,2,1,54.3,2.0,14,125,1,1,47,39,watermelon,sandy
0.0,21.2,67.6,497,5,90,1,3,59.3,1.5,18,268,3,1,90,27,cucumber,clay
69.7,5.0,78.4,303,5,90,1,3,34.5,7.3,1,13,4,1,7,40,cucumber,clay
0.0,34.5,49.5,568,3,150,3,2,39.7,1.8,8,209,2,1,51,38,wheat_durum,loam
0.0,32.9,51.2,621,4,60,2,2,79.8,8.0,12,293,3,1,81,21,potato,loam
42.0,5.0,83.1,202,3,140,3,3,25.7,2.6,23,39,4,1,5,50,wheat_soft,clay
0.0,21.1,63.0,1377,3,30,2,2,43.1,1.9,11,58,4,1,61,38,coriander,loam
38.6,12.3,62.6,218,2,100,4,2,62.8,7.7,20,331,3,1,5,56,chickpea,loam
87.6,15.9,70.9,714,3,140,3,2,84.6,4.5,18,362,4,0,0,0,wheat_soft,loam
0.0,30.4,47.6,2320,4,60,2,2,83.4,0.8,10,274,3,1,90,26,tomato,loam
58.4,7.0,83.1,1065,3,80,3,1,67.1,1.4,2,302,3,1,5,85,fava_bean,sandy
0.1,17.9,65.8,1171,2,250,5,2,68.8,0.5,17,36,4,1,25,37,olive,loam
0.0,35.6,46.3,1210,4,300,3,1,35.3,3.4,17,204,2,1,42,46,date_palm,sandy
54.5,16.8,62.5,2846,4,150,2,2,30.2,5.7,6,319,3,1,6,56,orange,loam
41.6,7.2,74.2,1357,3,40,3,1,83.5,1.6,22,117,1,1,5,59,carrot,sandy
36.0,30.2,47.6,374,5,90,1,1,43.5,1.4,16,239,2,1,22,85,cucumber,sandy
13.3,19.5,62.4,1108,4,150,2,1,51.3,1.6,16,76,4,1,37,46,melon,sandy
43.1,16.2,68.9,1572,3,60,2,1,28.8,7.4,21,107,1,1,5,68,peas,sandy
63.4,12.0,71.4,260,3,30,2,1,81.2,1.1,20,70,4,0,0,0,coriander,sandy
0.0,19.1,53.1,782,3,150,3,3,67.9,1.7,16,56,4,1,75,27,wheat_durum,clay
0.0,35.2,41.5,2128,3,50,2,2,76.8,2.0,12,276,3,1,61,26,cabbage,loam
33.2,20.9,54.1,1126,3,60,2,1,27.1,0.9,9,32,4,1,9,63,peas,sandy
0.0,32.1,49.4,1059,3,30,3,2,59.7,1.7,8,246,2,1,58,38,onion,loam
56.1,9.3,76.5,749,3,30,3,2,30.2,6.1,5,359,4,0,0,0,garlic,loam
11.7,33.2,42.3,682,4,25,1,1,44.5,1.6,11,137,1,1,35,46,lettuce,sandy
51.4,16.7,65.5,991,2,250,5,1,50.8,0.6,19,323,3,0,0,0,olive,sandy
50.5,18.6,72.5,1403,4,50,2,2,47.7,5.3,7,293,3,1,10,56,cauliflower,loam
0.0,26.6,64.0,1440,4,60,2,1,60.4,5.0,12,326,3,1,44,46,zucchini,sandy
10.4,27.7,54.4,736,2,100,4,1,61.4,0.1,12,117,1,1,10,52,chickpea,sandy
0.0,23.4,53.1,2016,4,180,2,2,58.8,1.0,20,164,1,1,90,38,watermelon,loam
8.9,25.3,56.7,569,3,140,3,2,51.4,0.1,9,107,1,1,42,38,wheat_soft,loam
26.1,21.0,70.9,503,4,50,2,2,70.8,1.8,7,103,1,1,51,36,cauliflower,loam
13.9,36.2,36.7,557,4,60,2,1,61.4,2.0,7,228,2,1,30,46,potato,sandy
0.0,36.6,52.6,623,4,180,2,1,52.2,7.5,16,183,2,1,47,37,watermelon,sandy
0.0,26.4,56.3,2456,5,40,1,1,45.8,17.5,13,310,3,1,60,30,mint,sandy
55.7,28.2,45.0,232,3,30,3,1,39.6,1.7,16,138,1,0,0,0,onion,sandy
27.1,17.5,66.4,1208,4,150,2,2,57.9,1.3,7,103,1,1,36,52,orange,loam
0.0,20.4,54.7,1110,3,140,3,3,40.2,5.5,8,120,1,1,78,22,wheat_soft,clay
0.0,35.1,48.7,464,4,50,2,3,68.8,4.4,12,242,2,1,90,30,pepper_sweet,clay
0.0,23.7,55.7,1170,4,60,2,2,32.5,1.8,10,331,3,1,90,38,tomato,loam
65.5,36.6,49.1,243,3,80,3,1,25.4,1.9,15,152,1,0,0,0,fava_bean,sandy
0.0,15.5,67.8,1900,4,180,2,2,41.4,3.5,9,17,4,1,90,38,watermelon,loam
40.0,11.5,73.9,2848,3,30,3,2,62.9,1.8,23,288,3,1,8,70,garlic,loam
100.0,5.0,74.2,658,2,250,5,2,41.5,1.6,21,29,4,0,0,0,olive,loam
32.6,32.1,53.9,706,4,180,2,1,54.0,5.1,13,249,2,1,17,51,watermelon,sandy
0.0,32.8,43.0,2423,4,25,2,2,45.8,18.6,14,161,1,1,89,25,strawberry,loam
